0.000000000000000000e+00 -1.200000000000000000e+01
1.111111111111111154e-02 -1.360505931746253871e+01
2.222222222222222307e-02 -1.413073450874691162e+01
3.333333333333333287e-02 -1.354506035192233071e+01
4.444444444444444614e-02 -1.185108442612213331e+01
5.555555555555555941e-02 -9.085497316203662521e+00
6.666666666666666574e-02 -5.316187888824654095e+00
7.777777777777777901e-02 -6.388360917156840069e-01
8.888888888888889228e-02 4.827312319146463970e+00
1.000000000000000056e-01 1.094431835189694446e+01
1.111111111111111188e-01 1.756087899602249536e+01
1.222222222222222321e-01 2.451790969469239556e+01
1.333333333333333315e-01 3.165417149283696219e+01
1.444444444444444586e-01 3.881173676037555254e+01
1.555555555555555580e-01 4.584109738043016335e+01
1.666666666666666852e-01 5.260573636529789354e+01
1.777777777777777846e-01 5.898600733324985868e+01
1.888888888888888840e-01 6.488219523162017310e+01
2.000000000000000111e-01 7.021666501496645196e+01
2.111111111111111105e-01 7.493504141540201147e+01
2.222222222222222376e-01 7.900640110162964902e+01
2.333333333333333370e-01 8.242249698245609579e+01
2.444444444444444642e-01 8.519607173352778773e+01
2.555555555555555913e-01 8.735835242442681192e+01
2.666666666666666630e-01 8.895584910747250262e+01
2.777777777777777901e-01 9.004660625574253174e+01
2.888888888888889173e-01 9.069607604962362757e+01
2.999999999999999889e-01 9.097279597462777190e+01
3.111111111111111160e-01 9.094405952325645615e+01
3.222222222222222432e-01 9.067176777185106573e+01
3.333333333333333703e-01 9.020864128535468751e+01
3.444444444444444420e-01 8.959495651638405889e+01
3.555555555555555691e-01 8.885594919727407159e+01
3.666666666666666963e-01 8.800000000000001421e+01
3.777777777777777679e-01 8.701768599166622664e+01
3.888888888888888951e-01 8.588174634442856359e+01
4.000000000000000222e-01 8.454797369511986460e+01
4.111111111111111494e-01 8.295700489437290059e+01
4.222222222222222210e-01 8.103694806494621616e+01
4.333333333333333481e-01 7.870674830321799220e+01
4.444444444444444753e-01 7.588016332544243880e+01
4.555555555555555469e-01 7.247019407166511940e+01
4.666666666666666741e-01 6.839379475261048924e+01
4.777777777777778012e-01 6.357667286514828220e+01
4.888888888888889284e-01 5.795798287596708320e+01
5.000000000000000000e-01 5.149471788436138553e+01
5.111111111111111827e-01 4.416561165288621993e+01
5.222222222222222543e-01 3.597437869226674678e+01
5.333333333333333259e-01 2.695214208968410574e+01
5.444444444444445086e-01 1.715892671279302206e+01
5.555555555555555802e-01 6.684128318192762208e+00
5.666666666666666519e-01 -4.354094232247841312e+00
5.777777777777778345e-01 -1.581051731084716927e+01
5.888888888888889062e-01 -2.751561490936166976e+01
5.999999999999999778e-01 -3.927931880968384348e+01
6.111111111111111605e-01 -5.089567240968420947e+01
6.222222222222222321e-01 -6.214823948165273038e+01
6.333333333333333037e-01 -7.281609911291955939e+01
6.444444444444444864e-01 -8.268023374338844178e+01
6.555555555555555580e-01 -9.153009950241573733e+01
6.666666666666667407e-01 -9.917015765336158495e+01
6.777777777777778123e-01 -1.054261433142060440e+02
6.888888888888888840e-01 -1.101508528963325233e+02
7.000000000000000666e-01 -1.132292447671445217e+02
7.111111111111111382e-01 -1.145826680919432334e+02
7.222222222222222099e-01 -1.141720619764277131e+02
7.333333333333333925e-01 -1.120000000000001137e+02
7.444444444444444642e-01 -1.081114928771186925e+02
7.555555555555555358e-01 -1.025935030128390366e+02
7.666666666666667185e-01 -9.557316770704277076e+01
7.777777777777777901e-01 -8.721477121181600012e+01
7.888888888888889728e-01 -7.771554823786904365e+01
8.000000000000000444e-01 -6.730044135052938259e+01
8.111111111111111160e-01 -5.621597059040578159e+01
8.222222222222222987e-01 -4.472340433012127647e+01
8.333333333333333703e-01 -3.309144474883114384e+01
8.444444444444444420e-01 -2.158865850231670080e+01
8.555555555555556246e-01 -1.047589257065975588e+01
8.666666666666666963e-01 1.083466861909225141e-03
8.777777777777777679e-01 9.618474408218650851e+00
8.888888888888889506e-01 1.818067623045730485e+01
9.000000000000000222e-01 2.552561564526151017e+01
9.111111111111110938e-01 3.152904437921890235e+01
9.222222222222222765e-01 3.610765487544885133e+01
9.333333333333333481e-01 3.922092331752487837e+01
9.444444444444445308e-01 4.087162819859933904e+01
9.555555555555556024e-01 4.110503662921238544e+01
9.666666666666666741e-01 4.000679467128865952e+01
9.777777777777778567e-01 3.769960067615681254e+01
9.888888888888889284e-01 3.433878041608061693e+01
1.000000000000000000e+00 3.010691836112387776e+01
1.011111111111111072e+00 2.520772954833672586e+01
1.022222222222222365e+00 1.985938009611357913e+01
1.033333333333333437e+00 1.428748074259819667e+01
1.044444444444444509e+00 8.717986301823460238e+00
1.055555555555555580e+00 3.370234380916495187e+00
1.066666666666666652e+00 -1.549650882055128021e+00
1.077777777777777724e+00 -5.854779601598029792e+00
1.088888888888889017e+00 -9.382753423761245770e+00
1.100000000000000089e+00 -1.200000000000000000e+01
